2026-05-14 16:11:27,641 [    730] [main]  DEBUG - ru.poscenter.scale.ScaleSerial - setParam(PortType: 0)
2026-05-14 16:11:29,875 [    736] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@51399530)
2026-05-14 16:11:29,877 [    738] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription()
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription: SHTRIKH-M POS2 Scale
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:29,878 [    739] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: false
2026-05-14 16:11:29,879 [    740] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:29,879 [    740] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@51399530)
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription()
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription: SHTRIKH-M SHTRIH5 Scale
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:29,879 [    740] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:29,879 [    740] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: false
2026-05-14 16:11:29,879 [    740] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:29,880 [    741] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@51399530)
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription()
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getPhysicalDeviceDescription: SHTRIKH-M SHTRIH6 Scale
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:29,880 [    741] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:29,880 [    741] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: false
2026-05-14 16:11:29,881 [    742] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:29,881 [    742] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,881 [    742] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,881 [    742] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:29,881 [    742] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@4c12331b)
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled(false)
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled: OK
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify(0)
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify: OK
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled(true)
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled: OK
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim(0)
2026-05-14 16:11:29,885 [    746] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:29,885 [    746] [main]  DEBUG - ru.poscenter.scale.ScaleSerial - setParam(OpenTimeout: 0)
2026-05-14 16:11:29,886 [    747] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams: minWeight=0g, maxWeight=0g
2026-05-14 16:11:29,887 [    748] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams details:
Флаги              : 0000
Десятичная точка   : 0
Степень            : 0
Тип канала         : < тензоканал >
Выборка массы тары : < нет >
Максимальный вес   : 0,000 кг
Минимальный вес    : 0,000 кг
Максимальная тара  : 0,000 кг
Количество градуировочных точек: 0
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - null
Тип: 0.0, версия: 0.0
Модель: 0, язык: 0
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim: OK, statistics initialized
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(true)
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device enabled
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode(false)
2026-05-14 16:11:29,888 [    749] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode: no change
2026-05-14 16:11:29,994 [    855] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setUnitPriceWithWeightUnit(unitPrice=100, weightUnit=999, weightNumerator=1, weightDenominator=1)
2026-05-14 16:11:29,994 [    855] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setUnitPriceWithWeightUnit(unitPrice=100, weightUnit=1, weightNumerator=0, weightDenominator=1)
2026-05-14 16:11:29,994 [    855] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setUnitPriceWithWeightUnit(unitPrice=100, weightUnit=1, weightNumerator=1, weightDenominator=0)
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: true
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(false)
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device disabled
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release()
2026-05-14 16:11:29,995 [    856] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release: OK
2026-05-14 16:11:29,995 [    856] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:29,995 [    856] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,996 [    857] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:29,996 [    857] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:29,996 [    857] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@3b69e7d1)
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled(false)
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled: OK
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify(0)
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify: OK
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled(true)
2026-05-14 16:11:29,997 [    858] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:29,997 [    858] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled: OK
2026-05-14 16:11:29,998 [    859] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim(0)
2026-05-14 16:11:29,998 [    859] [main]  DEBUG - ru.poscenter.scale.ScaleSerial - setParam(OpenTimeout: 0)
2026-05-14 16:11:29,998 [    859] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams: minWeight=0g, maxWeight=0g
2026-05-14 16:11:30,000 [    861] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams details:
Флаги              : 0000
Десятичная точка   : 0
Степень            : 0
Тип канала         : < тензоканал >
Выборка массы тары : < нет >
Максимальный вес   : 0,000 кг
Минимальный вес    : 0,000 кг
Максимальная тара  : 0,000 кг
Количество градуировочных точек: 0
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - null
Тип: 0.0, версия: 0.0
Модель: 0, язык: 0
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim: OK, statistics initialized
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(true)
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device enabled
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode(false)
2026-05-14 16:11:30,000 [    861] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode: no change
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setUnitPriceWithWeightUnit(unitPrice=255000, weightUnit=2, weightNumerator=1, weightDenominator=1)
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: true
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(false)
2026-05-14 16:11:30,103 [    964] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device disabled
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release()
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release: OK
2026-05-14 16:11:30,104 [    965] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:30,104 [    965] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:30,104 [    965] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:30,106 [    967] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@5542c4ed)
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_CLOSED to JPOS_S_IDLE
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open: OK
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled(false)
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPollEnabled: OK
2026-05-14 16:11:30,107 [    968] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread started
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify(0)
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setPowerNotify: OK
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled(true)
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDataEventEnabled: OK
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim(0)
2026-05-14 16:11:30,107 [    968] [main]  DEBUG - ru.poscenter.scale.ScaleSerial - setParam(OpenTimeout: 0)
2026-05-14 16:11:30,107 [    968] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams: minWeight=0g, maxWeight=0g
2026-05-14 16:11:30,108 [    969] [main]   INFO - ru.poscenter.jpos.scale.ScaleService - ChannelParams details:
Флаги              : 0000
Десятичная точка   : 0
Степень            : 0
Тип канала         : < тензоканал >
Выборка массы тары : < нет >
Максимальный вес   : 0,000 кг
Минимальный вес    : 0,000 кг
Максимальная тара  : 0,000 кг
Количество градуировочных точек: 0
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - null
Тип: 0.0, версия: 0.0
Модель: 0, язык: 0
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - claim: OK, statistics initialized
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(true)
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device enabled
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:30,108 [    969] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode(true)
2026-05-14 16:11:30,109 [    970] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight thread started
2026-05-14 16:11:30,109 [    970] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode: OK
2026-05-14 16:11:30,109 [    970] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight thread started
2026-05-14 16:11:30,213 [   1074] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - readWeight(null, 3000)
2026-05-14 16:11:30,213 [   1074] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_BUSY
2026-05-14 16:11:30,214 [   1075] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Processing request #359922172, timeout=3000, retry=0
2026-05-14 16:11:30,214 [   1075] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_BUSY to JPOS_S_IDLE
2026-05-14 16:11:30,214 [   1075] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight request processed, weight=2147483647
2026-05-14 16:11:30,214 [   1075] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - readWeight: async request queued
2026-05-14 16:11:30,214 [   1075] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - fireJposEvent: DataEvent
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close()
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - getDeviceEnabled: true
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled(false)
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode(false)
2026-05-14 16:11:30,215 [   1076] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight thread interrupted
2026-05-14 16:11:30,215 [   1076] [ScaleWeightThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight thread stopped
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Weight thread stopped
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setAsyncMode: OK
2026-05-14 16:11:30,215 [   1076] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: device disabled
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - setDeviceEnabled: OK
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release()
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - release: OK
2026-05-14 16:11:30,216 [   1077] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread interrupted
2026-05-14 16:11:30,216 [   1077] [ScaleEventThread]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - Event thread stopped
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - State changing from JPOS_S_IDLE to JPOS_S_CLOSED
2026-05-14 16:11:30,216 [   1077] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - close: OK
2026-05-14 16:11:30,217 [   1078] [main]  DEBUG - ru.poscenter.jpos.scale.ScaleService - open(TestScale, ru.poscenter.jpos.scale.ScaleServiceTest$TestEventCallbacksWithHandler@44c03695)
